strand_index,shape_index,length,start_index,end_index,x1,y1,z1,x2,y2,z2
4,12,30,2846,2875,0.386040972651,-0.918355183979,0.0871557427477,0.450723553816,-0.806474840667,0.382683432365
4,12,31,2876,2906,0.450723553816,-0.806474840667,0.382683432365,0.321318936913,-0.695397893019,0.642787609687
4,12,35,2907,2941,0.321318936913,-0.695397893019,0.642787609687,0.148792145415,-0.751455245704,0.642787609687
4,12,30,2942,2971,0.148792145415,-0.751455245704,0.642787609687,0.109391002886,-0.917380509429,0.382683432365
4,13,42,2972,3013,-1.69713916843e-16,-0.923879532511,0.382683432365,0.187381314586,-0.982287250729,0.0
4,13,47,3014,3060,0.187381314586,-0.982287250729,0.0,0.425779291565,-0.904827052466,0.0
4,13,44,3061,3104,0.425779291565,-0.904827052466,0.0,0.543042764105,-0.747434242557,0.382683432365
4,13,46,3105,3150,0.543042764105,-0.747434242557,0.382683432365,0.361008359342,-0.608007372065,0.707106781187
4,13,50,3151,3200,0.361008359342,-0.608007372065,0.707106781187,0.0653158687656,-0.704083686281,0.707106781187
4,13,44,3201,3244,0.0653158687656,-0.704083686281,0.707106781187,-1.69713916843e-16,-0.923879532511,0.382683432365
4,14,53,3245,3297,-0.0162380255528,-0.93027586088,0.366501226724,-0.533665592962,-0.762153452855,0.366501226724
4,14,40,3298,3337,-0.533665592962,-0.762153452855,0.366501226724,-0.716801418693,-0.697058921233,0.0174524064373
4,14,95,3338,3432,-0.716801418693,-0.697058921233,0.0174524064373,0.170183575435,-0.985257816088,0.0174524064373
4,14,42,3433,3474,0.170183575435,-0.985257816088,0.0174524064373,-0.0162380255528,-0.93027586088,0.366501226724
5,15,81,3475,3555,0.967709170482,-0.252069358243,0.0,0.441505852792,-0.897258369674,0.0
5,15,44,3556,3599,0.441505852792,-0.897258369674,0.0,0.556004582248,-0.737843001669,0.382683432365
5,15,38,3600,3637,0.556004582248,-0.737843001669,0.382683432365,0.878661649667,-0.285494476301,0.382683432365
5,16,38,3638,3675,0.872175959578,-0.283387147848,0.398749068925,0.53903438719,-0.74191718504,0.398749068925
5,16,46,3676,3721,0.53903438719,-0.74191718504,0.398749068925,0.371564567794,-0.601614304983,0.707106781187
5,16,43,3722,3764,0.371564567794,-0.601614304983,0.707106781187,0.672498511964,-0.218508012224,0.707106781187
5,17,43,3765,3807,0.660659369824,-0.214661241757,0.719339800339,0.365023280856,-0.591023058841,0.719339800339
5,17,50,3808,3857,0.365023280856,-0.591023058841,0.719339800339,0.0762278577259,-0.690463297616,0.719339800339
5,17,60,3858,3917,0.0762278577259,-0.690463297616,0.719339800339,-0.146185852361,-0.478152377982,0.866025403784
5,17,43,3918,3960,-0.146185852361,-0.478152377982,0.866025403784,-0.0536602379413,-0.165149230913,0.984807753012
5,17,60,3961,4020,-0.0536602379413,-0.165149230913,0.984807753012,0.140484326775,-0.10206783792,0.984807753012
6,18,38,4170,4207,-0.499923847578,-0.00872620321864,0.866025403784,-0.638006466618,-0.274768994253,0.719339800339
6,18,41,4208,4248,-0.638006466618,-0.274768994253,0.719339800339,-0.458475683166,-0.521871918764,0.719339800339
6,18,55,4249,4303,-0.458475683166,-0.521871918764,0.719339800339,-0.159155517897,-0.489830317283,0.857167300702
6,18,43,4304,4346,-0.159155517897,-0.489830317283,0.857167300702,-0.058963222251,-0.181470138421,0.981627183448
6,18,45,4347,4391,-0.058963222251,-0.181470138421,0.981627183448,-0.190779934242,-0.0033300761392,0.981627183448
6,18,62,4392,4453,-0.190779934242,-0.0033300761392,0.981627183448,-0.499923847578,-0.00872620321864,0.866025403784
6,19,62,4454,4515,-0.499923847578,0.00872620321864,0.866025403784,-0.190779934242,0.0033300761392,0.981627183448
6,19,45,4516,4560,-0.190779934242,0.0033300761392,0.981627183448,-0.0557871512547,0.182471549759,0.981627183448
6,19,44,4561,4604,-0.0557871512547,0.182471549759,0.981627183448,-0.146185852361,0.478152377982,0.866025403784
6,19,41,4605,4645,-0.146185852361,0.478152377982,0.866025403784,-0.458475683166,0.521871918764,0.719339800339
6,19,42,4646,4687,-0.458475683166,0.521871918764,0.719339800339,-0.638006466618,0.274768994253,0.719339800339
6,19,38,4688,4725,-0.638006466618,0.274768994253,0.719339800339,-0.499923847578,0.00872620321864,0.866025403784
7,20,43,4865,4907,-0.884580975215,0.46638664034,0.0,-0.883510390877,0.270116233879,0.382683432365
7,20,29,4908,4936,-0.883510390877,0.270116233879,0.382683432365,-0.883510390877,-0.270116233879,0.382683432365
7,20,44,4937,4980,-0.883510390877,-0.270116233879,0.382683432365,-0.884580975215,-0.46638664034,0.0
7,21,29,4981,5009,-0.876988910638,0.268122417281,0.398749068925,-0.876988910638,-0.268122417281,0.398749068925
7,21,41,5010,5050,-0.876988910638,-0.268122417281,0.398749068925,-0.65422206589,-0.268316023566,0.707106781187
7,21,38,5051,5088,-0.65422206589,-0.268316023566,0.707106781187,-0.51503807491,6.30739729878e-17,0.857167300702
7,21,38,5089,5126,-0.51503807491,6.30739729878e-17,0.857167300702,-0.65422206589,0.268316023566,0.707106781187
7,21,42,5127,5168,-0.65422206589,0.268316023566,0.707106781187,-0.876988910638,0.268122417281,0.398749068925
